id,state,city,place_type,latitude,longitude,zone,risk_score,last_updated,source,dynamic_zone
21a928f7-8f00-43b8-ac80-7536556cb1bd,Mizoram,Aizawl,IT Park,23.706535,92.7105,Yellow,42,2025-07-09T16:48:00,synthetic_v1,Red
f4541728-eef9-4a1f-80d1-28b77eb68fdb,Rajasthan,Bikaner,Industrial Area,27.994242,73.321408,Yellow,41,2025-06-15T17:35:00,synthetic_v1,Yellow
ed4b0dce-6700-4e06-a252-64983f2d044e,Odisha,Bhubaneswar,Park/Garden,20.28572,85.876926,Yellow,61,2025-07-04T11:17:00,synthetic_v1,Red
9113ea48-d8f4-4844-9378-dd111515a3de,Rajasthan,Jaipur,Transit Hub,26.947128,75.831284,Green,11,2025-06-25T15:58:00,synthetic_v1,Green
639eb0b7-0e72-4420-bfd5-b7fa701b8ae7,Uttar Pradesh,Prayagraj,Tourist Spot,25.404848,81.854285,Yellow,57,2025-08-24T11:03:00,synthetic_v1,Yellow
8fb85294-74e9-4e3a-a199-1bbbc9f0e620,Kerala,Kollam,Residential,8.866829,76.607029,Red,100,2025-07-01T02:14:00,synthetic_v1,Red
dba38810-b1d5-4c0c-be13-489a882e228c,Tamil Nadu,Coimbatore,Transit Hub,11.005592,76.990116,Green,39,2025-07-29T02:06:00,synthetic_v1,Green
4f66ec13-3c84-4fdb-8308-e3fcc6658be7,Odisha,Balasore,Residential,21.460837,86.923066,Yellow,63,2025-08-01T06:52:00,synthetic_v1,Yellow
c1a9941e-c897-4ddf-9fc1-658eab57026c,Uttar Pradesh,Lucknow,Hospital Area,26.877045,80.91037,Green,11,2025-06-21T05:41:00,synthetic_v1,Green
e9520787-227e-4539-bffa-9ea54ce31000,Andaman and Nicobar Islands,Port Blair,Industrial Area,11.669955,92.709767,Yellow,66,2025-06-25T04:19:00,synthetic_v1,Yellow
66dec273-a589-4fce-84f1-5889c2aa7962,Uttar Pradesh,Jhansi,College Area,25.416324,78.550576,Yellow,66,2025-08-17T02:55:00,synthetic_v1,Yellow
9896c7e7-fbbf-43c0-bb5d-150f28daa515,West Bengal,Durgapur,Residential,23.490401,87.276734,Red,95,2025-08-08T02:41:00,synthetic_v1,Red
4a909be8-e2c6-49b7-85b0-d2cdaced02aa,Madhya Pradesh,Indore,Tourist Spot,22.725541,75.879253,Green,39,2025-08-29T09:34:00,synthetic_v1,Green
ab69b7ba-086a-4dab-b631-3792d3f689fb,Madhya Pradesh,Bhopal,Transit Hub,23.290417,77.375407,Yellow,45,2025-06-16T02:00:00,synthetic_v1,Yellow
33faad0b-0d2c-40c9-ab44-362fbb6e55d9,Uttar Pradesh,Kanpur,Transit Hub,26.426061,80.341318,Green,29,2025-09-01T06:45:00,synthetic_v1,Green
6481914f-36a7-49ea-bcfc-e4ad96e9c0a5,Uttar Pradesh,Bareilly,IT Park,28.371349,79.40852,Yellow,58,2025-06-23T13:12:00,synthetic_v1,Red
23ba1061-145e-4359-b9dd-f1de23377147,West Bengal,Kolkata,Residential,22.553094,88.395776,Yellow,46,2025-07-09T09:44:00,synthetic_v1,Yellow
6f2ca906-83a4-47f1-a3c7-45e703e68559,Nagaland,Dimapur,College Area,25.899988,93.675483,Green,17,2025-07-13T21:15:00,synthetic_v1,Green
077a2b55-dfa0-493f-aed6-f758b8d0e1b3,Maharashtra,Aurangabad,Market,19.901717,75.330593,Yellow,45,2025-08-19T16:36:00,synthetic_v1,Yellow
ca6ce740-6c4b-4c79-a155-dc0a7f8f9b1c,Madhya Pradesh,Sagar,Hospital Area,23.846314,78.725277,Yellow,54,2025-08-31T17:07:00,synthetic_v1,Green
5efb4805-c54a-4727-8a97-7c4dacdc11a4,Tamil Nadu,Tirunelveli,Industrial Area,8.687983,77.711773,Green,36,2025-07-21T09:00:00,synthetic_v1,Green
43a5ed9f-6a19-418a-8acd-2e55f1fadc9f,Odisha,Balasore,Park/Garden,21.456847,86.974217,Green,26,2025-07-01T00:13:00,synthetic_v1,Yellow
33692bbf-348c-4b50-9baf-060ed2ece503,Maharashtra,Mumbai,Hospital Area,19.113378,72.871961,Yellow,53,2025-07-26T02:17:00,synthetic_v1,Green
692ebd0c-0b9b-4719-89a6-a4a56dd5e4d8,Karnataka,Tumakuru,Tourist Spot,13.316901,77.14556,Green,34,2025-09-04T11:23:00,synthetic_v1,Green
d772393a-b271-4156-9636-ee1937da8bfe,Assam,Silchar,Industrial Area,24.840092,92.76335,Green,11,2025-09-01T15:36:00,synthetic_v1,Green
1787bee8-47c5-47db-94c2-eed1f7f24430,Madhya Pradesh,Sagar,Transit Hub,23.869878,78.716979,Green,17,2025-07-16T15:07:00,synthetic_v1,Green
28ba7a35-42ae-4de9-a994-2f08fbd10f79,Uttar Pradesh,Mathura,City Center,27.490555,77.665475,Green,22,2025-08-10T03:56:00,synthetic_v1,Green
39d52fb9-2a2a-4602-b97f-011dd6212ce9,Bihar,Patna,Transit Hub,25.644131,85.155871,Red,75,2025-08-08T19:30:00,synthetic_v1,Red
6337be6e-3cab-4690-bbe1-ded7f8bf7112,Madhya Pradesh,Ratlam,Transit Hub,23.371033,75.036126,Yellow,60,2025-06-22T00:15:00,synthetic_v1,Yellow
b6a9610d-3070-4de7-9b60-6c23f5dbd3bc,Karnataka,Davangere,Hospital Area,14.497751,75.964462,Red,80,2025-06-26T02:02:00,synthetic_v1,Yellow
85bc9742-f6c4-4942-ae5e-9c15489ff5d7,Telangana,Hyderabad,College Area,17.434708,78.504231,Green,40,2025-08-07T20:16:00,synthetic_v1,Yellow
28825982-4b58-4ad6-a1e2-27ebadaa4ad3,Himachal Pradesh,Mandi,Transit Hub,31.569785,76.866366,Red,88,2025-07-15T02:37:00,synthetic_v1,Red
dfad225e-f713-4c1c-b184-f4b47051f461,West Bengal,Kolkata,IT Park,22.576054,88.410857,Yellow,56,2025-08-25T10:37:00,synthetic_v1,Red
4e68e067-856e-4484-967c-8594308e1a48,Karnataka,Hubballi-Dharwad,IT Park,15.329214,75.12014,Green,17,2025-06-21T06:11:00,synthetic_v1,Yellow
2c89613a-3a58-45d4-b43d-a3b30bcd24bc,Uttar Pradesh,Jhansi,IT Park,25.412979,78.563801,Yellow,68,2025-08-07T21:43:00,synthetic_v1,Red
e41c5b98-2150-4d7f-b47b-aa59039a2fcd,Maharashtra,Kolhapur,Industrial Area,16.685102,74.199043,Green,21,2025-09-04T08:06:00,synthetic_v1,Green
9b21709a-26bd-4fdd-a4b8-7e4fc0d9750e,Kerala,Kozhikode,College Area,11.288648,75.756847,Yellow,49,2025-06-23T01:04:00,synthetic_v1,Yellow
c40ae189-94e5-4d29-b1c5-de2be24921e9,Andhra Pradesh,Tirupati,Residential,13.665018,79.43367,Yellow,54,2025-07-07T06:12:00,synthetic_v1,Yellow
219578a0-baec-4452-aa44-a18a07edcf21,Uttar Pradesh,Shahjahanpur,Residential,27.884004,79.859934,Green,5,2025-08-01T16:35:00,synthetic_v1,Green
b752bee6-c02b-407b-86d8-954392e0f1f1,Punjab,Ludhiana,Industrial Area,30.933193,75.822392,Green,22,2025-07-15T00:25:00,synthetic_v1,Green
a6ab7f1a-05b8-4b3c-82df-87620cc8831b,Rajasthan,Alwar,Park/Garden,27.597926,76.627902,Yellow,44,2025-08-14T13:53:00,synthetic_v1,Red
e3ff9e70-9fe2-40a8-949a-dcd349aca76e,Kerala,Thrissur,Transit Hub,10.504004,76.212679,Yellow,59,2025-07-02T04:42:00,synthetic_v1,Yellow
699ffb0a-efa3-422f-abe5-1b652b6b2152,Madhya Pradesh,Bhopal,City Center,23.282465,77.392051,Yellow,63,2025-07-01T19:43:00,synthetic_v1,Yellow
b39c2f70-575d-4ce6-9d45-edaa7931a8bd,Goa,Panaji,City Center,15.452865,73.814264,Red,98,2025-07-07T20:05:00,synthetic_v1,Red
575aec0e-f39b-4dd7-ae09-b2afb9bfb91a,Odisha,Cuttack,Transit Hub,20.476032,85.846005,Red,72,2025-08-06T08:53:00,synthetic_v1,Red
d856f3f0-c031-4220-9a61-73a9eca6ef34,Telangana,Warangal,Transit Hub,17.951264,79.558827,Green,9,2025-08-19T05:41:00,synthetic_v1,Green
53e4fa9c-640d-4671-bd3c-c4cae59a4dba,Maharashtra,Solapur,IT Park,17.641373,75.908169,Green,39,2025-08-10T07:36:00,synthetic_v1,Yellow
286f9d39-ca65-41f1-900d-d8ba873901ba,Uttar Pradesh,Ghaziabad,Transit Hub,28.653637,77.42527,Yellow,59,2025-06-20T22:21:00,synthetic_v1,Yellow
badd8fa5-7274-42ff-8bff-ffe3ecc8d818,Madhya Pradesh,Ujjain,Market,23.22187,75.780626,Red,78,2025-08-16T06:56:00,synthetic_v1,Red
9b47cb13-41b3-4175-a92f-c1eea45019a9,Andhra Pradesh,Visakhapatnam,College Area,17.654728,83.205018,Yellow,42,2025-08-09T14:15:00,synthetic_v1,Yellow
d418fe49-8ea6-49a9-925a-b16f674482dc,Uttar Pradesh,Bareilly,Residential,28.381343,79.432104,Yellow,66,2025-06-19T05:18:00,synthetic_v1,Yellow
fca22e33-69a6-4890-80c9-2df3155bd065,Uttar Pradesh,Kanpur,Market,26.467984,80.335124,Red,79,2025-08-20T21:57:00,synthetic_v1,Red
51bc89aa-31b8-4900-95d0-df8d8690183e,Punjab,Ludhiana,College Area,30.863658,75.879154,Green,28,2025-08-23T09:16:00,synthetic_v1,Green
602d46a1-6876-425b-bfdd-22122e09b752,Telangana,Nizamabad,Hospital Area,18.672344,78.038702,Yellow,43,2025-06-23T22:04:00,synthetic_v1,Green
aae97467-9110-4cb7-b6f3-e38c13c75289,Punjab,Bathinda,College Area,30.216795,74.99346,Yellow,62,2025-06-26T05:59:00,synthetic_v1,Yellow
0139c50d-0079-4208-959f-15e670a4d95e,Chhattisgarh,Raipur,Hospital Area,21.293499,81.652547,Yellow,55,2025-08-03T18:23:00,synthetic_v1,Green
6859eb53-2d6b-41d1-96a2-1487a8d64bfc,Uttarakhand,Dehradun,Market,30.326467,77.971651,Yellow,51,2025-06-14T20:06:00,synthetic_v1,Yellow
46f1b11d-257a-440c-8e03-4b3cf0be192a,Rajasthan,Jaipur,Transit Hub,26.913387,75.748423,Green,25,2025-06-29T22:31:00,synthetic_v1,Green
e9a2ea8f-4f07-4ad7-be80-6788f04e415e,Punjab,Jalandhar,Park/Garden,31.344076,75.599924,Green,32,2025-09-07T02:05:00,synthetic_v1,Yellow
7efe95f5-b350-4591-86f0-732106dc9c50,Uttar Pradesh,Gorakhpur,City Center,26.79271,83.388074,Yellow,65,2025-07-06T03:32:00,synthetic_v1,Yellow
62e34e93-8f6d-4fb6-ae30-dd9fb553fec9,Madhya Pradesh,Jabalpur,City Center,23.201984,80.00706,Yellow,69,2025-06-10T08:53:00,synthetic_v1,Yellow
935e77a2-dbf3-4c46-84e7-fba781848d7e,Maharashtra,Thane,Transit Hub,19.260562,72.960135,Red,84,2025-08-27T16:07:00,synthetic_v1,Red
cf0eed3b-3568-4ffb-9906-01cd1c7ca42e,Uttar Pradesh,Gorakhpur,College Area,26.718492,83.337889,Red,100,2025-08-01T07:15:00,synthetic_v1,Red
700737bf-15b3-4304-9621-ce9becdebb24,Tripura,Agartala,Tourist Spot,23.825386,91.340373,Yellow,58,2025-08-20T11:48:00,synthetic_v1,Yellow
3e943ac4-bd6d-429c-90e9-712f06eb30f7,West Bengal,Howrah,Park/Garden,22.631119,88.296687,Red,95,2025-07-16T13:01:00,synthetic_v1,Red
0d23b385-4872-4db3-aa4b-a58597632611,Mizoram,Aizawl,Market,23.775026,92.706642,Yellow,59,2025-06-25T02:29:00,synthetic_v1,Yellow
135ef43c-54d8-4542-bd9d-eba137ae8ccd,Uttar Pradesh,Noida,Industrial Area,28.568292,77.36559,Green,34,2025-07-21T09:01:00,synthetic_v1,Green
c6aa2207-0656-460c-81a4-e1eee0197cd5,Kerala,Kollam,IT Park,8.9466,76.617908,Yellow,68,2025-07-17T22:40:00,synthetic_v1,Red
e201ffa8-d359-46a9-96b7-1f3f40b06b5a,Tamil Nadu,Erode,Park/Garden,11.312232,77.69952,Green,9,2025-07-06T22:52:00,synthetic_v1,Yellow
4a1e9da7-20d3-4153-9b30-1ce5965a3e8f,Rajasthan,Jaipur,Market,26.876574,75.82707,Yellow,57,2025-07-11T23:14:00,synthetic_v1,Yellow
7d52089e-892a-43b9-9e71-13cf76cd58e9,Telangana,Karimnagar,Hospital Area,18.429134,79.181031,Red,96,2025-08-05T13:21:00,synthetic_v1,Yellow
03b44785-1c26-4412-956f-c845cbc85c2d,Gujarat,Jamnagar,IT Park,22.430776,70.090071,Green,24,2025-07-29T03:15:00,synthetic_v1,Yellow
d15c4fa6-c97a-47c8-a56f-f2b2cc9a2cf3,Chandigarh,Chandigarh,Hospital Area,30.737569,76.790231,Green,18,2025-08-09T00:55:00,synthetic_v1,Green
d6d940c5-3a1c-467f-a1c7-6df83a2cdeec,Haryana,Karnal,City Center,29.64053,76.975,Red,76,2025-06-11T14:03:00,synthetic_v1,Red
0d36444d-e4f3-443f-9e2a-55927d663d42,Chhattisgarh,Bilaspur,Hospital Area,22.090232,82.170278,Yellow,54,2025-08-20T16:27:00,synthetic_v1,Green
efd7506f-86da-4b5d-80ba-dcfe4a1b9f92,Kerala,Kozhikode,Tourist Spot,11.26941,75.800383,Green,39,2025-06-12T16:29:00,synthetic_v1,Green
baf86845-5576-4003-9671-50b354e4dc94,Karnataka,Bengaluru,College Area,12.951751,77.577293,Yellow,62,2025-09-06T09:03:00,synthetic_v1,Yellow
0d190bc0-c12c-434c-a9a7-8bff033e03eb,Puducherry,Puducherry,College Area,11.949291,79.787796,Yellow,59,2025-07-31T03:33:00,synthetic_v1,Yellow
844be359-93f0-44cc-b333-a7d7b8441ba4,Uttar Pradesh,Bareilly,Tourist Spot,28.414189,79.448117,Yellow,56,2025-08-25T16:36:00,synthetic_v1,Yellow
ee30a72a-8ece-4c10-9564-feb3ae33c6f1,Sikkim,Gangtok,City Center,27.337019,88.652586,Yellow,67,2025-06-15T11:43:00,synthetic_v1,Yellow
98ff76f3-43e1-41b5-8c3e-e55a8e938844,Chhattisgarh,Durg-Bhilai,Industrial Area,21.138442,81.283222,Green,18,2025-08-09T04:09:00,synthetic_v1,Green
c5466003-912f-44f7-be9d-d6fe72b616a6,Maharashtra,Mumbai,City Center,19.046301,72.844609,Green,8,2025-06-19T20:03:00,synthetic_v1,Green
46e53f76-5497-4012-bb57-8ca49adcbd8b,Punjab,Amritsar,Hospital Area,31.643989,74.927445,Yellow,45,2025-08-27T14:40:00,synthetic_v1,Green
b1cc1bab-8e58-48d0-a24e-60de5d2594ac,Kerala,Thiruvananthapuram,College Area,8.500513,76.94217,Green,23,2025-07-02T07:02:00,synthetic_v1,Green
4506d51e-7eaa-408e-a4b5-b3ad936dbd20,Karnataka,Tumakuru,Industrial Area,13.316461,77.113736,Yellow,66,2025-08-01T00:05:00,synthetic_v1,Yellow
6543386b-2968-4e1f-bcea-afbe300b0492,Himachal Pradesh,Dharamshala,Hospital Area,32.235856,76.362322,Green,14,2025-06-13T00:17:00,synthetic_v1,Green
276fa4be-d1df-4c57-a0f3-e5e0d369169d,Tamil Nadu,Coimbatore,College Area,11.02679,76.942751,Yellow,44,2025-07-11T12:17:00,synthetic_v1,Yellow
2704d788-2131-4061-b35c-021d2ff0627d,Tamil Nadu,Erode,Park/Garden,11.323038,77.763719,Red,78,2025-07-09T23:21:00,synthetic_v1,Red
6b5d3177-965c-4685-82e1-11d1e26b4fcd,Punjab,Mohali,Hospital Area,30.755478,76.728662,Red,97,2025-07-10T01:41:00,synthetic_v1,Yellow
f41063aa-a6e2-47ce-90fe-ecc9a52cd62a,Himachal Pradesh,Dharamshala,Park/Garden,32.212305,76.345939,Yellow,56,2025-08-24T20:45:00,synthetic_v1,Red
51877247-a663-454e-8a31-9a78407b58c3,Jharkhand,Hazaribagh,Market,24.021018,85.343579,Green,34,2025-07-16T05:13:00,synthetic_v1,Green
da5c701d-f941-4bd0-9ff8-9a0515b5eba8,Tripura,Agartala,Residential,23.793666,91.310804,Green,17,2025-09-03T01:37:00,synthetic_v1,Green
c78c9ad4-0418-4b79-92f7-4987564eac93,Uttar Pradesh,Ghaziabad,Industrial Area,28.705109,77.45738,Yellow,62,2025-07-22T06:03:00,synthetic_v1,Yellow
19459ded-7f06-4353-b7a9-73e51b502ceb,Gujarat,Ahmedabad,Residential,23.054197,72.585084,Red,98,2025-07-11T21:18:00,synthetic_v1,Red
3379fcb9-802f-43ab-a089-85bcf96e808f,Assam,Dibrugarh,Park/Garden,27.483321,94.904136,Green,36,2025-08-12T21:07:00,synthetic_v1,Yellow
c7b58293-6434-4a92-b136-0d5b8918552b,Madhya Pradesh,Ujjain,College Area,23.141114,75.802275,Yellow,65,2025-08-20T05:00:00,synthetic_v1,Yellow
43bd656c-98e6-4a35-bf73-0324be585117,Karnataka,Mysuru,City Center,12.282371,76.586169,Green,7,2025-06-15T23:52:00,synthetic_v1,Green
7654030f-8ff2-4521-b53a-b2d789b8ce2c,Sikkim,Gangtok,Hospital Area,27.386806,88.610597,Yellow,46,2025-08-05T22:52:00,synthetic_v1,Green
a11cc9ea-738a-4993-b722-32448ea71bda,Delhi,New Delhi,IT Park,28.620985,77.228125,Yellow,52,2025-07-04T05:54:00,synthetic_v1,Red
5b4e1a5c-0676-4fe8-b369-78cf36af0efd,Uttarakhand,Roorkee,City Center,29.837462,77.866008,Green,33,2025-07-31T09:19:00,synthetic_v1,Green
ffbeb908-f57f-45c1-b8a1-20f9479a29f9,Gujarat,Ahmedabad,IT Park,22.978268,72.605087,Yellow,44,2025-07-07T01:02:00,synthetic_v1,Red
188750fc-3d40-4c77-936c-80276bc88120,Gujarat,Rajkot,Tourist Spot,22.349987,70.777947,Red,75,2025-08-03T04:20:00,synthetic_v1,Red
e89dbb1c-0237-4dd3-93a8-8bc2c8809b08,Andaman and Nicobar Islands,Port Blair,Hospital Area,11.654437,92.692371,Green,18,2025-07-11T07:22:00,synthetic_v1,Green
a43aba96-9c04-42ea-916b-98b980d4f371,Haryana,Karnal,Residential,29.717401,77.032199,Green,35,2025-08-11T10:32:00,synthetic_v1,Green
d828a3c0-f0d1-4bd0-b43e-3bfd1e568ed9,Telangana,Khammam,College Area,17.256364,80.119846,Yellow,44,2025-07-29T10:40:00,synthetic_v1,Yellow
7795da8d-5cb1-476f-aa4c-3935bd157eb1,Tamil Nadu,Tiruchirappalli,Transit Hub,10.74182,78.683925,Yellow,43,2025-08-28T21:33:00,synthetic_v1,Yellow
653565a5-7ee8-459d-aa43-6e6a658eb41b,Tamil Nadu,Tiruchirappalli,Transit Hub,10.773609,78.658199,Green,35,2025-06-28T13:18:00,synthetic_v1,Green
b6473afb-eeed-4cbf-a8ec-5a8b30b6d95a,Telangana,Khammam,Industrial Area,17.219598,80.13433,Green,3,2025-08-02T04:41:00,synthetic_v1,Green
0f6ad236-8798-4a5f-a208-557841fe9980,Haryana,Rohtak,Park/Garden,28.935471,76.617488,Green,14,2025-08-25T12:06:00,synthetic_v1,Yellow
19fdbcde-8181-4dc5-95bd-540571486ee5,Tamil Nadu,Madurai,Park/Garden,9.943227,78.116479,Yellow,54,2025-06-28T04:21:00,synthetic_v1,Red
1ab21552-a40b-4813-9b06-e3c7ece1f621,Assam,Silchar,College Area,24.797995,92.753462,Green,1,2025-08-15T15:16:00,synthetic_v1,Green
56df0d59-1209-4067-9173-ef9bc281f528,Rajasthan,Kota,City Center,25.242897,75.879588,Red,92,2025-07-18T21:51:00,synthetic_v1,Red
ddbc12d7-e3b9-4c46-a980-75f71c5d2289,Haryana,Panipat,Industrial Area,29.436475,76.975146,Yellow,51,2025-08-18T12:41:00,synthetic_v1,Yellow
e82abbcc-60d2-4bf3-aca1-1cc7028fb1fb,Haryana,Faridabad,IT Park,28.451022,77.350091,Green,3,2025-06-13T21:43:00,synthetic_v1,Yellow
2e226d20-f90a-4721-99c1-641a7adda844,Uttar Pradesh,Kanpur,Hospital Area,26.463316,80.292585,Yellow,65,2025-07-04T20:38:00,synthetic_v1,Green
